UID	11RosaH	12RosaH	14RosaF	16RosaF	17Rosa-	18Rosa-	8RosaH	9RosaH	CAG-14914	CAG-14915	CMP	GMP	Gfi1.Null	Irf8.Null	LSK
Chn1	0.124328135	0.124328135	0	0.137503524	0.22650853	0	0	0	0	0.739848103	0.176322773	0.042644337	0.084064265	0.070389328	0.475084883
Chn1os3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028569152	0.250961574
Chn2	2.908812908	2.97819563	4.386121157	2.961623328	4.125981654	3.111031312	4.237257771	4.469234794	3.831877241	3.13093087	2.324810603	2.443606651	2.639232163	2.572889668	3.3950628
Chodl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chordc1	7.169925001	6.958378712	6.576068579	6.959770155	5.943218087	6.296457407	6.830610274	7.031218731	6.712183051	6.69668939	6.901711654	6.888377963	6.162492037	5.496334513	6.809671678
Chp1	6.526538363	6.683696454	6.87369018	6.596338864	6.682432841	6.048977225	6.521992956	6.6574971	7.183387261	6.626585151	6.290940402	6.276310547	6.030777472	5.956289027	6.317774373
Chp2	0	0	0	0	0	0	0	0	0	0	0	0.201633861	0	0	1.555816155
Chpf	0.659924558	1.599317794	1.327687364	2.475084883	0.432959407	0.925999419	0.35614381	1.510961919	0.201633861	0.871843649	1.361768359	1.021479727	0.378511623	0.5360529	1.500802053
Chpf2	4.181897643	4.230356745	4.614120869	4.454175893	4.170726276	4.685379552	4.232660757	4.161887682	3.942983598	4.501439145	4.786073552	4.842476063	4.800123353	4.409390936	4.855491443
Chpt1	3.66106548	4.177917792	4.500164679	4.166715445	3.184280294	3.021479727	3.966245873	4.203201156	4.000901403	3.324810603	4.862947248	5.053980168	4.022367813	4.817111573	4.250203656
Chrac1	5.835671479	5.872089989	5.726831217	5.798569004	5.06608919	5.796234335	5.975217457	6.117695043	5.784242222	5.715618859	5.932155684	6.070174625	6.317774373	6.116239979	6.28373661
Chrd	0	0	0	0	0	0	0	0	0	0	0	0	0.028569152	0	0
Chrdl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312
Chrdl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrm1	0.042644337	0.35614381	0	0.22650853	0.189033824	0.111031312	0.042644337	0.070389328	0	0.22650853	0.084064265	0.111031312	0	0.042644337	0.250961574
Chrm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrm3	0.545968369	0.411426246	0.613531653	0.765534746	0.632268215	0.641546029	0.464668267	0.613531653	0.925999419	0.432959407	0	0	0	0.250961574	0.070389328
Chrm4	0	0	0	0.084064265	0	0	0	0.084064265	0	0	0.070389328	0	0.056583528	0.028569152	0.084064265
Chrm5	0	0	0	0	0	0	0.137503524	0.495695163	0	0	0	0	0	0	0
Chrna1	2.03562391	2.03562391	2.195347598	1.622930351	2.341985747	2.560714954	2.414135533	2.718087584	2.073820233	2.523561956	1.316145742	1.555816155	2.080657663	2.140778656	1.443606651
Chrna10	0	0	0	0	0	0.263034406	0	0	0	0	0	0	0	0	0
Chrna2	0.321928095	0.056583528	0.263034406	0.389566812	0.575312331	0.275007047	0.367371066	0.650764559	0.344828497	1.021479727	0.056583528	0.070389328	0.070389328	0.028569152	0
Chrna3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna5	0	0	0	0	0	0	0	0	0	0	0	0	0.028569152	0	0
Chrna6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna9	0.124328135	0.111031312	0	0	0	0	0	0.124328135	0	0	0	0	0.124328135	0	0
Chrnb1	0.687060688	1.687060688	0.687060688	1.604071324	1.422233001	1.778208576	0.310340121	0.40053793	0.422233001	1.028569152	0.565597176	0.650764559	0.704871964	0.485426827	4.384740587
Chrnb2	0.695993813	0.695993813	0.545968369	0.871843649	0.40053793	0.831877241	0.575312331	0.632268215	0.432959407	0.948600847	0.925999419	0.992768431	0.443606651	0.722466024	0.815575429
Chrnb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrnb4	0.526068812	0.378511623	0.084064265	0.056583528	0.084064265	0.807354922	0.333423734	0.137503524	0	0.137503524	0.056583528	0.070389328	0.056583528	0.042644337	0.176322773
Chrnd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrne	0.163498732	1.137503524	0.250961574	0.150559677	0.201633861	0.422233001	0.545968369	0.298658316	0.214124805	0.310340121	0	0	0.111031312	0.042644337	0.286881148
Chrng	0	0	0.111031312	0	0.310340121	0.344828497	0	0.124328135	0	0	0	0	0	0	0
Chst1	0	0.22650853	0.214124805	0.056583528	0.321928095	0	0	0.176322773	0.344828497	0.189033824	0.150559677	0.250961574	0.632268215	0.650764559	0.40053793
Chst10	0	0.137503524	0.189033824	0	0.097610797	0	0	0	0.201633861	0	0.097610797	0.250961574	0	0.124328135	2.211012193
Chst11	5.865176497	6.030115331	5.481557281	6.136068312	3.99095486	5.616181231	4.854494418	5.205157884	3.434294618	5.452858965	5.080231272	5.182692298	4.06436554	4.366671916	4.807870078
Chst12	5.944624223	6.098032083	6.024364009	6.2492557	5.290571851	6.023698917	5.341274184	5.688739868	4.866413481	5.488000771	7.233332068	7.378251499	6.92943596	7.375387027	6.064796646
Chst13	4.148120631	4.910732662	3.080657663	4.274261661	1.937344392	3.753818443	2.897240426	3.410069692	2.010779839	3.915520901	4.887525271	4.873321063	4.437627248	4.830356747	1.23878686
Chst14	3.902073579	3.914564523	4.077242999	3.977279923	3.777156666	3.57167681	3.921245889	4.01346226	4.031218731	4.241840184	3.419538892	3.350497247	3.866907978	3.590961241	3.469885976
Chst15	3.50589093	3.593353771	1.794935663	3.758089934	0.773996325	3.828834649	1.485426827	1.739848103	1.03562391	3.981852653	3.436961338	3.586164246	2.327687364	3.720278465	4.759688488
Chst2	0.124328135	0.028569152	0	0.070389328	0	0	0	0	0	0	0.014355293	0.014355293	0.014355293	0	0.839959587
Chst3	0.084064265	0.028569152	0.056583528	0.028569152	0.137503524	0.344828497	0	0.042644337	0.056583528	0.084064265	0.014355293	0	0.014355293	0	0.321928095
Chst4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst7	0	0	0	0	0	0	0.111031312	0.111031312	0.150559677	0.22650853	0.097610797	0.056583528	0	0	0.214124805
Chst8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chsy1	5.945326777	5.849999259	5.818134761	5.615592857	5.462052319	5.788163657	6.005175391	5.876025733	5.769771739	5.813268142	5.61205756	5.687900522	5.763411574	4.801158656	5.121429909
Chsy3	0.23878686	0	0	0	0	0.475084883	0	0	0	0.124328135	0.056583528	0	0.028569152	0	0.389566812
Chtf18	3.404630684	3.231125158	3.791814071	3.691534165	3.909773104	3.754887502	3.221877081	3.386810946	3.263034406	3.776103988	4.652486495	4.745237332	4.478324711	4.199279721	4.472487771
Chtf8	6.109151579	6.116863758	5.701271802	6.033202726	5.335926241	6.049412953	5.72900887	5.675815931	5.553360503	5.761551232	7.4749227	7.418864577	6.858229714	6.495535281	7.613384311
Chtop	6.893362211	6.879705766	6.814678589	6.806452956	6.493615314	6.73470962	6.933336576	6.935813306	6.630521963	6.723148957	6.653203362	6.673697747	6.444766441	6.317774373	7.197413299
Chuk	5.155425432	5.195347598	4.997292408	5.195347598	5.211401637	4.795974694	5.29130886	5.23878686	5.201633861	5.21916852	5.160274831	5.198494154	5.159871337	4.251719093	5.13873257
Churc1	7.478971805	7.607996019	7.694392713	7.597829098	7.782539618	7.832447013	7.849936728	7.762548143	7.8008999	8.279053359	6.522149933	6.533096079	7.153197331	7.048650343	6.724513853
Ciao1	4.876762491	4.990501111	4.896271849	5.057450272	4.403949364	4.696550301	4.765004246	5.050501697	4.583158004	4.414812061	4.750070486	4.787118983	4.773468928	4.688180359	5.052241981
Ciapin1	4.526068812	4.727920455	4.655924213	4.983221651	3.866907978	4.189033824	4.42693562	4.43629512	3.888499736	4.62935662	4.857483428	4.798569004	5.001351893	5.702380502	4.177917792
Ciart	2.386810946	2.014355293	1.910732662	2.028569152	2.737686761	3.74092756	1.580145484	1.124328135	1.063502942	2.587364991	1.042644337	1.049630768	1.021479727	0.871843649	2.042644337
Cib1	5.306699707	5.361066489	5.630521963	5.070818638	5.807097275	4.995032192	5.608217853	5.57500972	5.822220272	5.037382222	5.969242604	6.029452886	6.219362158	6.179710084	5.479295243
Cib2	0.389566812	1.021479727	2.443606651	0.86393845	2.272023189	1.831877241	1.974529312	2.166715445	1.735522177	1.739848103	1.09085343	1.50589093	1.752748591	1.580145484	1.292781749
Cib3	0	0.695993813	0	0	0	0	0	0	0	0	0	0.189033824	0	0.124328135	0
Cib4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cic	4.563768278	4.663344619	4.794415866	4.880685525	5.931446685	5.601399391	5.034743949	4.548436625	5.252476214	5.17951105	5.255500733	5.282069075	4.599317794	3.865918815	6.468909092
Cidea	0	0	0	0	0	0	0	0.214124805	0	0	0	0.111031312	0.344828497	0	0
Cideb	0.23878686	0.839959587	0.687060688	0.956056652	0.286881148	0.575312331	0	0	0	0.782408565	0.722466024	1.014355293	0.464668267	0.90303827	0.201633861
Cidec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciita	0	0	0.111031312	0	1.871843649	0.310340121	0.495695163	0.214124805	1.906890596	1.339137385	0.22650853	0.344828497	0	0	1.765534746
Cilp	0	0	0	0	0	0	0.056583528	0	0	0	0	0	0	0	0.056583528
Cilp2	0	0	0	0	0	0	0	0	0	0.124328135	0.056583528	0.056583528	0.028569152	0.014355293	0.333423734
Cinp	5.432959407	5.512226887	5.510961919	5.595443985	4.463360886	5.019257119	5.13996057	5.330199833	4.785027362	5.030777472	5.304511042	5.197314999	5.229203358	4.972233124	4.871843649
Cipc	5.249445341	5.28281044	4.510329019	5.135863165	4.442943496	4.7322692	4.931683057	4.957914599	4.182692298	5.043519494	4.736604875	4.629939409	4.109360559	3.75595577	5.176721693
Cir1	5.351204277	5.147713722	5.270528942	5.532940288	5.198494154	5.642990313	5.164303583	4.943921327	5.504620392	6.141391916	4.694880193	4.671293372	4.502712486	4.572889668	5.810700154
Cirbp	4.199279721	4.313245852	4.340562269	4.211790976	4.615298579	3.836934011	4.152994605	3.944858446	3.71259578	4.185866545	5.387500406	5.528883827	6.237640195	5.855740592	7.01189812
Cirh1a	6.850499414	6.77925972	6.131754091	6.562547724	5.533563348	6.049195106	6.761019265	6.979339446	5.743353391	5.98572811	6.080657663	6.075532631	6.235535607	5.28872768	5.719457275
Cisd1	5.745506266	5.3950628	4.634012356	5.339493738	5.882153917	5.873074932	5.692929286	4.764473551	6.171126747	5.670160514	5.14689956	5.040454121	6.300306796	4.795974694	5.909053017
Cisd2	6.023255352	6.146288637	6.116655862	6.074034394	5.772413555	5.397118409	5.897482468	5.994579724	5.966476612	5.335569006	5.726558779	5.824258697	5.757823336	5.357903839	5.957450336
Cisd3	3.925049965	3.810443104	3.289834465	3.559491813	4.399171094	4.521678952	3.749534268	3.612352499	4.250203656	4.790250739	4.60940039	4.161887682	5.441948191	3.980939266	5.02989455
Cish	5.60496087	5.397802962	5.727103604	5.117695043	5.9795681	5.375039431	5.801934646	5.768184325	5.789207575	5.712870868	0.910732662	1.195347598	1.963474124	0.847996907	4.43162296
Cistr-act	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cit	3.94673086	3.835924074	3.795974694	3.952333566	4.399171094	4.678071905	3.745237332	3.782408565	3.860962798	4.764473551	3.500802053	3.671293372	2.263034406	1.757023247	3.744161096
Cited1	0	0.310340121	0	0	0	0	0	0	0	0	0	0.137503524	0	0	0
Cited2	7.080551077	6.9795681	6.201829866	6.7473874	5.969472865	7.162492037	5.817879032	6.034083627	5.708739041	6.802839441	7.305879347	7.495775097	7.198690586	7.180804278	6.328046556
Cited4	4.963936452	4.650764559	2.952333566	3.285402219	1.350497247	3.331991778	2.416839742	2.821710215	2.289834465	3.880685525	3.217230716	2.59454855	3.0721058	4.989593185	0.189033824
Ciz1	5.523875551	5.617651119	5.467931546	5.889230152	6.00966069	6.393519168	5.428946345	5.216454865	5.206721357	6.274448044	5.584962501	5.599317794	5.280956314	5.521050737	6.353323291
CK137956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ckap2	5.226123143	5.28169825	5.009884589	5.226893814	4.691534165	4.935459748	5.075960413	4.952799478	5.030336078	5.170726276	4.885574364	5.089159132	4.959770155	4.714245518	5.494095545
Ckap2l	5.51916445	5.689299161	5.354028938	5.585563498	5.723558561	5.778734244	5.242602506	5.44625623	5.747924416	6.10076745	5.929317595	6.079164742	5.46760555	5.455162801	6.000225403
Ckap4	6.125155131	6.032762074	6.713970692	6.025914699	6.415995221	5.447248569	6.235152624	6.273329387	6.126807703	5.779522387	7.090430042	7.172327492	6.783587612	6.350850805	5.760487102
Ckap5	6.335211682	6.415150205	6.220136447	6.181301365	6.28077077	6.221490455	6.261154673	6.460906348	6.448240225	6.601102203	5.733896605	5.881175155	5.094658343	4.934044647	6.308885057
Ckb	1.438292852	1.765534746	1.883620816	1.996388746	1.89917563	2.166715445	1.384049807	1.443606651	1.761285273	1.851998837	0.847996907	1.09085343	0.879705766	0.286881148	3.008988783
Cklf	5.819157224	5.896271849	6.032321287	6.002252452	5.440952198	5.606738317	5.787118983	5.762083004	6.537606691	6.044394119	5.140369671	5.223808659	4.751142325	4.915998852	4.886550147
Ckm	0	0.014355293	0	0.275007047	0.22650853	0	0.333423734	0.333423734	0.622930351	0	1.700439718	1.575312331	1.321928095	0.918386234	0.454175893
Ckmt1	0	0	0	0	0	0	0	0	0	0	0	0.084064265	0	0	0
Ckmt2	0	0	0	0.150559677	0	0	0	0	0	0	0	0	0	0	0
Cks1b	9.017699253	9.067837667	8.841186918	9.004782263	8.288912203	8.179560811	8.971572293	8.795779933	8.579956993	8.296549179	8.418527302	8.454875023	8.642087805	8.492494152	7.841407097
Cks1brt	0.111031312	0	0	0	0.201633861	0	0	0	0	0	0	0	0	0	0
Cks2	7.839833648	8.047778295	7.744564778	7.896816753	7.232372956	7.388964416	7.755154643	7.834597458	7.27668276	7.279471296	8.705459599	8.833933692	8.844611621	8.878449477	7.968205979
Clasp1	4.885574364	4.918386234	4.467931546	4.757556689	4.670727054	4.967168608	4.526068812	4.522934561	4.831877241	5.11727946	4.544114402	4.681449265	3.875780063	3.212569339	4.898208353
Clasp2	4.959770155	4.955126781	4.869377924	4.828834649	4.968090752	4.941575862	4.782932705	5.04176865	4.965784285	5.117695043	4.497612366	4.670160514	4.062639828	3.618238656	5.057016965
Clasrp	2.587364991	2.718087584	2.632268215	2.918386234	3.148934105	3.684818738	2.859969548	2.675815931	2.659924558	3.841973119	4.821710215	4.900625333	4.532316959	4.72628629	5.81275491
Clca1	3.49057013	2.107687869	0	1.910732662	0	4.138323004	0.084064265	0	0	4.268284667	0.389566812	0	0	0.056583528	0.963474124
Clca2	0.613531653	0.321928095	0.150559677	0.275007047	0.163498732	0.411426246	0.201633861	0.189033824	0	0.389566812	0.056583528	0.028569152	0	0.028569152	0.150559677
Clca3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clca4	0	0	0	0	0	0	0	0	0	0	0	0.042644337	0	0	0
Clca5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clca6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcc1	6.21916852	6.360364277	6.28281044	6.256633295	6.210817432	6.123086751	6.43162296	6.443938115	6.298658316	6.118733476	5.848247353	5.836429131	5.564683017	5.50747753	5.862451391
Clcf1	0.622930351	0.5360529	0	1.275007047	0.411426246	1.516015147	1.475084883	1.713695815	0.422233001	1.613531653	1.875780063	1.570462931	1.35614381	1.97819563	5.008540672
Clcn1	0.137503524	0	0	0.056583528	0.321928095	0.35614381	0	0.124328135	0	0.263034406	0.084064265	0.028569152	0.028569152	0.042644337	0.250961574
Clcn2	0.475084883	0.790772038	0.464668267	0.790772038	0.82374936	1.207892852	0.35614381	0.298658316	0.250961574	1.063502942	1.269033146	1.286881148	0.82374936	0.871843649	2.521050737
Clcn3	4.463360886	4.247927513	4.615887074	4.34553831	4.783456654	4.176322773	4.505255801	4.71259578	4.477677328	4.72628629	4.079804755	4.125155131	3.800123353	3.343407822	4.739308071
Clcn4-2	3.760220946	3.746312766	3.634593268	3.524815928	3.622930351	3.5360529	3.553360503	3.750606505	3.911691582	3.711494907	4.671859468	4.72628629	3.969012308	4.143230135	5.270902649
Clcn5	2.639232163	2.488000771	2.207892852	2.207892852	3.473786912	2.853995647	2.912649865	2.475084883	4.162693432	3.14404637	1.599317794	1.469885976	0.669026766	0.298658316	2.313245852
Clcn6	2.841973119	2.430285273	2.454175893	2.972692654	3.184280294	3.206330648	2.767654798	2.765534746	2.464668267	3.855989697	2.269033146	2.508428653	1.454175893	1.10433666	3.439623138
Clcn7	3.775050541	3.588564737	4.276496666	3.588564737	4.547203025	3.996388746	4.145677455	4.280956314	4.621172753	4.026800059	4.321206567	4.452858965	4.086613947	3.999098034	4.242602506
Clcnka	0.464668267	0.464668267	0.782408565	1.263034406	0.250961574	0.40053793	0.097610797	0.650764559	0.137503524	0.695993813	0	0	0	2.153805336	0
Clcnkb	0	0	0.084064265	0	0	0	0.097610797	0	0	0	0	0	0	0	0
Cldn1	0.35614381	0.070389328	0.124328135	0.070389328	0	0.214124805	0	0	0	0.422233001	0.124328135	1.042644337	0	0.40053793	0.214124805
Cldn10	0	0	0	0	0	0	0	0.275007047	0	0	0.23878686	0.250961574	0.097610797	0	0.641546029
Cldn11	1.14404637	0.669026766	0	0	0	0	0	0	0	1.855989697	0.056583528	0	0	0.042644337	0
Cldn12	3.854993017	3.715893371	3.820689561	3.85698569	3.49057013	3.472487771	3.364572432	3.548436625	3.182692298	3.833902077	2.195347598	2.472487771	2.503348735	1.286881148	3.498250868
Cldn13	0.475084883	0	0	0.59454855	0	0	0	0	0	1.09085343	0	0.321928095	0.163498732	0.070389328	0
Cldn14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn15	5.300123725	5.757289992	5.637494325	5.603181229	4.13093087	4.940636607	4.025914699	4.951867504	3.477677328	4.682573297	6.6742629	6.783980414	6.464178138	7.129901182	1.14404637
Cldn16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn19	0	0	0	0	0	0	0	0	0	0	0	0	0.014355293	0	0.111031312
Cldn2	0	0	0.070389328	0	0	0	0	0	0	0	0	0	0	0	0
Cldn20	1.063502942	0.378511623	0	0	0.5360529	0.992768431	1.23878686	0	0	0.739848103	0.659924558	0.35614381	0.378511623	0	0.855989697
Cldn22	0	0.432959407	0	0	0.333423734	0	0	0	0	0	0.201633861	0	0.250961574	0	0
Cldn23	0	0	0.214124805	0	0	0	0	0	0	0	0	0	0	0	0
Cldn24	0	0	0	0	0	0	0.422233001	0	0	0	0	0	0	0.124328135	0
Cldn25	5.693486957	5.463033855	5.001802243	5.253232939	5.976134473	5.131342539	5.736875423	5.486392594	5.648465443	5.251340383	5.350497247	5.39609097	5.3172317	4.450221496	5.922197848
Cldn26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163498732
Cldn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn4	0	0	0	0	0	0.201633861	0	0	0	0	0	0	0	0	1.799087306
Cldn5	0	0	0	0	0	0	0	0	0	0.344828497	0	0	0	0.056583528	1.378511623
Cldn6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn7	0	0	0	0	0	0	0	0	0	0	0	0.263034406	0	0.150559677	0.948600847
Cldn8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163498732
Cldnd2	0.485426827	0.411426246	0	0.432959407	0	0	0	0	0	0.790772038	1.695993813	1.875780063	0.50589093	0.799087306	0.367371066
Clec10a	2.350497247	0.765534746	0.59454855	0.757023247	4.989593185	2.933572638	2.969012308	1.22650853	4.498889087	3.528571319	2.969012308	3.211012193	3.69265037	2.757023247	3.621758857
Clec11a	2.799087306	3.030336078	2.316145742	2.707082992	1.687060688	2.292781749	2.744161096	2.475084883	1.327687364	2.837943242	3.158660175	2.956056652	3.56193706	3.418189948	1.469885976
Clec12a	7.841344192	7.844737144	7.380417773	7.833143096	7.37894506	7.802257852	7.665122695	7.465239874	7.487759659	7.371297481	9.045295522	9.124922587	8.988599486	9.923253194	5.472812666
Clec12b	0	0	0	0.150559677	0	0	0	0.163498732	0	0	0.137503524	0	0	0.056583528	0.150559677
Clec14a	0	0	0	0	0.070389328	0	0	0	0	0.111031312	0	0.028569152	0	0	0.378511623
Clec16a	2.942983598	3.385431037	2.454175893	2.916476644	3.240314329	3.436961338	3.008988783	2.733354341	3.816599707	3.925049965	3.142413438	3.200064862	2.430285273	2.333423734	3.469885976
Clec18a	0	0	0.214124805	0	0	0	0.263034406	0	0	0	0.111031312	0.422233001	0.097610797	0.042644337	0
Clec1a	0	0.298658316	0	0	0	0.201633861	0	0	0.286881148	0.411426246	0	0	0.250961574	0	0.555816155
Clec1b	1.257010618	1.10433666	0.201633861	0.739848103	0.555816155	2.72900887	0.23878686	0	0	2.13422094	0.526068812	0.367371066	0.516015147	0.650764559	0
Clec2d	2.835924074	2.871843649	2.957914599	3.255500733	4.033863452	4.89772447	1.673556424	2.327687364	3.830863757	4.646738698	5.768184325	5.836934011	4.811984719	6.288912203	6.969012308
Clec2e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312
Clec2f	0	0.933572638	0.659924558	0.40053793	0.925999419	1.316145742	2.353323291	2.528571319	1.883620816	0	1.575312331	1.250961574	0.757023247	0.22650853	1.063502942
Clec2g	0.111031312	0	0.250961574	0.189033824	0.124328135	0	0.189033824	0	0.137503524	0	0	0	0	0	0
Clec2h	0	0.189033824	0.056583528	0	0.137503524	0.333423734	0.333423734	0.214124805	0	0	0	0.526068812	0	0	0.111031312
Clec2i	4.43496176	4.207892852	4.344118335	4.232660757	5.240314329	5.086613947	4.418189948	4.297191417	4.805292456	5.352617299	2.780310099	2.885574364	2.627606838	2.959770155	3.826802684
Clec2l	0	0	0	0.163498732	0	0	0	0	0	0	0	0	0.056583528	0	0.163498732
Clec3a	0.084064265	0.070389328	0	0	0.111031312	0	0	0	0	0	0.070389328	0	0.298658316	0.084064265	0
Clec3b	0	0	0	0	0	0	0	0	0	0	0	0.23878686	0.250961574	0.286881148	0.23878686
Clec4a1	0.992768431	0.275007047	2.503348735	0	5.045268215	2.100977648	3.897240426	3.63691458	5.730368236	4.044394119	0.124328135	0.475084883	0.263034406	0.23878686	1.292781749
Clec4a2	4.233427944	4.424250286	4.007195501	4.016139703	4.140778656	2.925999419	4.119356177	3.921245889	5.330199833	4.114367025	5.519793486	5.838447593	2.541019153	6.661208032	1.748461233
Clec4a3	1.918386234	0.367371066	2.56315813	1.14404637	5.973152038	2.815575429	4.295723025	3.423578171	5.939931765	4.61176256	0.871843649	0.815575429	0.422233001	2.632268215	1.137503524
Clec4a4	0	0	0.526068812	0	1.3950628	0	1.163498732	0.443606651	0.782408565	0.454175893	0	0	0	0.070389328	0
Clec4b1	0.367371066	0	0	0	1.86393845	0	0.632268215	0	3.285402219	0	0.748461233	0.545968369	0.111031312	0	0.604071324
Clec4b2	5.21800615	5.730911624	3.653060017	4.186659017	0.310340121	3.030336078	1.422233001	2.495695163	1.182692298	4.072963272	3.541019153	4.464014725	0.678071905	5.04220656	0.422233001
Clec4d	3.349082146	3.300123725	3.890446693	3.153805336	6.008988783	3.785550552	5.387845013	4.789207575	7.302319051	4.622930351	2.3950628	2.269033146	3.653060017	2.95419631	2.370164281
Clec4e	4.585563498	3.889473543	5.226123143	3.665620164	6.4747605	4.757023247	5.557348818	5.162693432	7.422737587	5.672708196	3.397802962	3.657640005	4.887525271	3.177917792	4.568640195
Clec4f	0	0	0	0	0	0.516015147	0	0	0	0.948600847	0	0	0	0	0
Clec4g	0	0	0	0	0	0	0	0	0.275007047	0	0	0	0	0	0.35614381
Clec4n	0	0	1.49057013	0	5.546585829	1.744161096	3.001802243	2.786596362	7.275286468	4.334854269	0	0	0.286881148	0.070389328	0.35614381
Clec5a	4.422233001	3.075532631	4.058316496	2.03562391	6.108733528	4.263034406	6.164504726	5.146084939	6.527320608	5.600804955	5.089582893	5.558573776	6.138323004	6.761418259	0.713695815
Clec7a	2.451540833	2.516015147	1.372952098	2.185866545	5.085764554	3.631104282	3.784503983	2.301587647	5.876516947	3.910732662	4.631686366	4.745775149	6.143434237	4.43162296	1.604071324
Clec9a	0.23878686	0.070389328	0	0	0	0.432959407	0.163498732	0	0	0.650764559	0.604071324	0.879705766	0.22650853	0.028569152	1.459431619
Clgn	0.111031312	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312
Clhc1	4.063502942	4.111865964	3.724650272	4.009884589	3.323370069	3.819668183	3.714795011	3.89917563	2.82374936	3.401903472	5.123500664	5.165107985	5.205157884	4.906890596	4.653633311
Clic1	7.910852562	8.005568412	8.334720217	8.065550771	8.750639999	7.68769061	8.130416118	7.981681437	8.544037102	7.965726576	8.668565926	8.696341643	8.746010382	8.934604957	8.906590003
Clic3	0.35614381	0.948600847	0.526068812	0.98550043	0.422233001	0	0.333423734	0	0	0.613531653	0.555816155	0.5360529	0.214124805	0.575312331	1.687060688
Clic4	6.792855352	6.678212786	6.809928866	6.680183682	6.649040566	6.42609699	6.510329019	6.602142091	6.474436043	6.324090516	5.033423002	4.944389962	5.260025656	4.04701482	6.419707421
Clic5	0.963474124	0.90303827	0.275007047	0.722466024	0	0.704871964	0.111031312	0.084064265	0.163498732	1.021479727	0.475084883	0.475084883	0.124328135	0.124328135	3.578938713
Clic6	0.137503524	0	0	0	0	0	0	0	0.250961574	0	0.028569152	0	0.028569152	0.042644337	0.189033824
Clint1	7.957798547	8.09518601	7.653848238	8.057341958	7.296549179	7.733422135	7.435211859	7.547203025	7.169925001	7.736266619	7.2244841	7.302227646	6.612499946	6.217424614	7.04176865
Clip1	5.017921908	4.590961241	4.363871925	4.491853096	5.213736096	5.332707934	4.977737849	4.511594542	5.267161218	5.439623138	4.793895883	4.811984719	5.063934306	4.283921772	5.515699838
Clip2	2.289834465	2.150559677	1.851998837	2.185866545	1.891419187	2.601696516	1.618238656	1.669026766	1.970853654	2.794935663	2.726831217	2.669026766	1.765534746	1.944858446	5.035183997
Clip3	0	0.189033824	0	0.070389328	0	0.298658316	0	0	0	0	0.028569152	0	0	0	2.289834465
Clip4	0.22650853	0	0	0	0	0	0.111031312	0	0	0.23878686	0.028569152	0.111031312	0.014355293	0	1.049630768
Clk1	6.973726062	7.001689668	6.882765306	6.847746417	7.661136757	8.217860788	6.934044647	6.86727874	7.386207399	7.954079959	6.896756218	6.778997006	6.206135253	6.673132372	8.091541171
Clk2	4.957914599	4.950468414	4.872336288	4.987775616	5.093391153	5.938756261	4.751142325	4.854494418	4.845991771	5.997066545	5.856736756	5.767389962	5.553360503	5.454175893	5.889473543
Clk3	5.704595348	5.580748492	5.872582545	5.794935663	5.944389962	6.017921908	5.644433152	5.693486957	5.815063017	6.292229592	5.280213996	5.235344128	5.041330607	5.343407822	6.002027365
